"","Source","Type","Session","Issue","Action","Vote","Last","First","Party","City","Role","District"
"16.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Marklein","Howard","R","Spring Green","Senator",17
"19.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Miller","Mark","D","Monona","Senator",16
"20.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"24.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Ringhand","Janis","D","Evansville","Senator",15
"25.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Risser","Fred","D","Madison","Senator",26
"26.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Roth","Roger","R","Appleton","Senator",19
"27.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"28.269","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Stroebel","Duey","R","Saukville","Senator",20
"29.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Taylor","Lena","D","Milwaukee","Senator",4
"30.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"31.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"32.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"2.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Carpenter","Tim","D","Milwaukee","Senator",3
"13.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Larson","Chris","D","Milwaukee","Senator",7
"34.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Wirch","Robert","D","Kenosha","Senator",22
"1.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR",NA,"Bewley","Janet","D","Ashland","Senator",25
"3.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Darling","Alberta","R","River Hills","Senator",8
"7.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"11.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"12.194","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Kapenga","Chris","R","Delafield","Senator",33
"14.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Lasee","Frank","R","De Pere","Senator",1
"16.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Marklein","Howard","R","Spring Green","Senator",17
"20.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"26.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Roth","Roger","R","Appleton","Senator",19
"28.270","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Stroebel","Duey","R","Saukville","Senator",20
"30.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"32.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"2.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Carpenter","Tim","D","Milwaukee","Senator",3
"5.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Erpenbach","Jon","D","Middleton","Senator",27
"9.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"13.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Larson","Chris","D","Milwaukee","Senator",7
"15.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"19.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Miller","Mark","D","Monona","Senator",16
"24.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Ringhand","Janis","D","Evansville","Senator",15
"25.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Risser","Fred","D","Madison","Senator",26
"27.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Taylor","Lena","D","Milwaukee","Senator",4
"31.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"34.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Wirch","Robert","D","Kenosha","Senator",22
"1.298","sv0299","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR",NA,"Bewley","Janet","D","Ashland","Senator",25
"3.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Darling","Alberta","R","River Hills","Senator",8
"7.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"11.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"12.195","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Kapenga","Chris","R","Delafield","Senator",33
"14.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Lasee","Frank","R","De Pere","Senator",1
"16.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Marklein","Howard","R","Spring Green","Senator",17
"20.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"26.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Roth","Roger","R","Appleton","Senator",19
"28.271","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Stroebel","Duey","R","Saukville","Senator",20
"30.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"32.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"2.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Carpenter","Tim","D","Milwaukee","Senator",3
"5.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Erpenbach","Jon","D","Middleton","Senator",27
"9.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"13.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Larson","Chris","D","Milwaukee","Senator",7
"15.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"19.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Miller","Mark","D","Monona","Senator",16
"24.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Ringhand","Janis","D","Evansville","Senator",15
"25.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Risser","Fred","D","Madison","Senator",26
"27.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Taylor","Lena","D","Milwaukee","Senator",4
"31.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"34.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Wirch","Robert","D","Kenosha","Senator",22
"1.299","sv0300","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR",NA,"Bewley","Janet","D","Ashland","Senator",25
"3.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Darling","Alberta","R","River Hills","Senator",8
"7.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"11.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"12.196","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Kapenga","Chris","R","Delafield","Senator",33
"14.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Lasee","Frank","R","De Pere","Senator",1
"15.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"16.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Marklein","Howard","R","Spring Green","Senator",17
"19.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Miller","Mark","D","Monona","Senator",16
"20.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"24.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Ringhand","Janis","D","Evansville","Senator",15
"25.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Risser","Fred","D","Madison","Senator",26
"26.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Roth","Roger","R","Appleton","Senator",19
"27.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"28.272","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Stroebel","Duey","R","Saukville","Senator",20
"30.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"31.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"32.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"2.300","sv0301","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Nay","Carpenter","Tim","D","Milwaukee","Senator",3
